Filename,Red,Green,Blue
9223372032559873762.jpg,0,3,0
365730.jpg,249,209,0
9223372032559873776.jpg,255,255,255
9223372032559873789.jpg,171,41,27
9223372032559858242.jpg,249,249,249
9223372032559858256.jpg,0,0,0
9223372032559834171.jpg,71,50,31
9223372032559834165.jpg,255,255,255
9223372032559833622.jpg,254,255,250
9223372032559833636.jpg,0,0,0
9223372032559868632.jpg,219,178,148
9223372032559868801.jpg,25,26,21
9223372032559833805.jpg,8,0,0
9223372032559868815.jpg,144,101,32
9223372032559833839.jpg,131,126,120
9223372032559868829.jpg,255,255,255
9223372032559869470.jpg,193,177,141
9223372032559869302.jpg,0,0,2
9223372032559869464.jpg,255,255,255
9223372032559833971.jpg,114,109,103
9223372032559833965.jpg,255,255,255
9223372032559868949.jpg,255,255,255
9223372032559858134.jpg,28,20,17
9223372032559833795.jpg,21,21,21
9223372032559833781.jpg,116,97,67
9223372032559833959.jpg,0,0,0
9223372032559858120.jpg,255,255,255
9223372032559834207.jpg,255,255,255
9223372032559833568.jpg,0,0,0
9223372032559868578.jpg,174,146,122
9223372032559834213.jpg,249,242,223
9223372032559868550.jpg,87,55,32
9223372032559868544.jpg,11,1,0
9223372032559873825.jpg,36,35,33
9223372032559833597.jpg,233,222,202
9223372032559858336.jpg,242,242,242
9223372032559868593.jpg,0,0,0
365693.jpg,255,237,187
9223372032559873819.jpg,41,102,159
365687.jpg,223,219,181
9223372032559858322.jpg,0,0,0
365686.jpg,229,214,181
9223372032559873818.jpg,255,255,255
9223372032559833582.jpg,162,171,170
9223372032559858323.jpg,0,1,0
9223372032559858337.jpg,47,91,152
9223372032559833596.jpg,0,0,0
365692.jpg,237,119,57
9223372032559868592.jpg,255,255,255
9223372032559873824.jpg,192,192,192
9223372032559868545.jpg,255,254,255
9223372032559868551.jpg,221,202,188
9223372032559868579.jpg,34,29,0
9223372032559834212.jpg,221,217,218
9223372032559833569.jpg,255,250,254
9223372032559834206.jpg,255,255,255
9223372032559858121.jpg,252,255,255
9223372032559833958.jpg,255,255,255
9223372032559833780.jpg,193,167,116
